('a', 'a')
('ginow', 'owing')
('low', 'owl')
('elotw', 'owlet')
('elostw', 'owlets')
('hilosw', 'owlish')
('hilloswy', 'owlishly')
('losw', 'owls')
('now', 'own')
('denow', 'owned')
('enorw', 'owner')
('enorsw', 'owners')
('ehinoprsw', 'ownership')
('ginnow', 'owning')
('nosw', 'owns')
('ox', 'ox')
('aaelotx', 'oxalate')
('aaelostx', 'oxalates')
('acilox', 'oxalic')
('ailosx', 'oxalis')
('aeilossx', 'oxalises')
('bdlooox', 'oxblood')
('bdegiorx', 'oxbridge')
('acortx', 'oxcart')
('acorstx', 'oxcarts')
('enox', 'oxen')
('eeoxy', 'oxeye')
('eeosxy', 'oxeyes')
('afmox', 'oxfam')
('dfoorx', 'oxford')
('defhioorrsx', 'oxfordshire')
('adinotx', 'oxidant')
('adinostx', 'oxidants')
('adiinootx', 'oxidation')
('adeiiotvx', 'oxidative')
('deiox', 'oxide')
('deiosx', 'oxides')
('adiiinoostx', 'oxidisation')
('deiiosx', 'oxidise')
('ddeiiosx', 'oxidised')
('deiiorsx', 'oxidiser')
('deiiorssx', 'oxidisers')
('deiiossx', 'oxidises')
('dgiiinosx', 'oxidising')
('adiiinootxz', 'oxidization')
('deiioxz', 'oxidize')
('ddeiioxz', 'oxidized')
('deiiorxz', 'oxidizer')
('deiiorsxz', 'oxidizers')
('deiiosxz', 'oxidizes')
('dgiiinoxz', 'oxidizing')
('ilopx', 'oxlip')
('ilopsx', 'oxlips')
('ainnoox', 'oxonian')
('ainnoosx', 'oxonians')
('ailotx', 'oxtail')
('ailostx', 'oxtails')
('aceeelnotxyy', 'oxyacetylene')
('egnoxy', 'oxygen')
('aeegnotxy', 'oxygenate')
('adeegnotxy', 'oxygenated')
('aeegnostxy', 'oxygenates')
('aegginnotxy', 'oxygenating')
('aeginnootxy', 'oxygenation')
('eeginosxy', 'oxygenise')
('deeginosxy', 'oxygenised')
('eeginossxy', 'oxygenises')
('eggiinnosxy', 'oxygenising')
('eeginoxyz', 'oxygenize')
('deeginoxyz', 'oxygenized')
('eeginosxyz', 'oxygenizes')
('eggiinnoxyz', 'oxygenizing')
('mnooorxy', 'oxymoron')
('mnooorsxy', 'oxymorons')
('eory', 'oyer')
('eorsy', 'oyers')
('eoyz', 'oyez')
('eorsty', 'oyster')
('acceehorrstty', 'oystercatcher')
('acceehorrsstty', 'oystercatchers')
('eorssty', 'oysters')
('oz', 'oz')
('enooz', 'ozone')
('eehnoooprsz', 'ozonosphere')
('p', 'p')
('ap', 'pa')
('ablop', 'pablo')
('ablmpuu', 'pabulum')
('aacepr', 'pacare')
('aaccpr', 'paccar')
('acep', 'pace')
('acdep', 'paced')
('aaceekmpr', 'pacemaker')
('aaceekmprs', 'pacemakers')
('acepr', 'pacer')
('aceprs', 'pacers')
('aceps', 'paces')
('aceeginpstt', 'pacesetting')
('acdehmpry', 'pachyderm')
('acdehmprsy', 'pachyderms')
('accfiip', 'pacific')
('aaccfiillpy', 'pacifically')
('aaccfiiinopt', 'pacification')
('acdefiip', 'pacified')
('acefiipr', 'pacifier')
('acefiiprs', 'pacifiers')
('acefiips', 'pacifies')
('acfiimps', 'pacifism')
('acfiipst', 'pacifist')
('accfiiipst', 'pacifistic')
('acfiipsst', 'pacifists')
('acfipy', 'pacify')
('acfgiinpy', 'pacifying')
('acginp', 'pacing')
('ackp', 'pack')
('aacegkp', 'package')
('aacdegkp', 'packaged')
('aacegkpr', 'packager')
('aacegkps', 'packages')
('aacggiknp', 'packaging')
('aacdkpr', 'packard')
('acdekp', 'packed')
('acekpr', 'packer')
('acekprs', 'packers')
('acekpt', 'packet')
('acekpst', 'packets')
('acehkoprs', 'packhorse')
('acehkoprss', 'packhorses')
('acgiknp', 'packing')
('ackps', 'packs')
('acpt', 'pact')
('aciopt', 'pactio')
('acipst', 'pactis')
('acpst', 'pacts')
('adp', 'pad')
('adddep', 'padded')
('addeips', 'paddies')
('addginp', 'padding')
('addginnopt', 'paddington')
('addelp', 'paddle')
('adddelp', 'paddled')
('addefhilps', 'paddlefish')
('addeefhilpss', 'paddlefishes')
('addelpr', 'paddler')
('addelps', 'paddles')
('addgilnp', 'paddling')
('acddkop', 'paddock')
('acddkops', 'paddocks')
('addpy', 'paddy')
('acdklop', 'padlock')
('acddeklop', 'padlocked')
('acdgiklnop', 'padlocking')
('acdklops', 'padlocks')
('adepr', 'padre')
('adeprs', 'padres')
('adps', 'pads')
('adopstw', 'padstow')
('aaenp', 'paean')
('aaenps', 'paeans')
('aacdeiiprt', 'paediatric')
('aaacdeiiinprt', 'paediatrician')
('aaacdeiiinprst', 'paediatricians')
('aacdeiiprst', 'paediatrics')
('adeehilopp', 'paedophile')
('aadehiilopp', 'paedophilia')
('aaellp', 'paella')
('aaellps', 'paellas')
('aagnp', 'pagan')
('aagiinnp', 'paganini')
('aagimnps', 'paganism')
('aagnps', 'pagans')
('aegp', 'page')
('aaegnpt', 'pageant')
('aaegnprty', 'pageantry')
('aaegnpst', 'pageants')
('abegopy', 'pageboy')
('abegopsy', 'pageboys')
('adegp', 'paged')
('aegpr', 'pager')
('aegprs', 'pagers')
('aegps', 'pages')
('aaeginpt', 'paginate')
('aadeginpt', 'paginated')
('aaeginpst', 'paginates')
('aaggiinnpt', 'paginating')
('aagiinnopt', 'pagination')
('agginp', 'paging')
('aadgop', 'pagoda')
('aadgops', 'pagodas')
('adip', 'paid')
('aegip', 'paige')
('aginnopt', 'paignton')
('ailp', 'pail')
('ailps', 'pails')
('ainp', 'pain')
('adeinp', 'pained')
('afilnpu', 'painful')
('afillnpuy', 'painfully')
('aefilnnpssu', 'painfulness')
('agiinnp', 'paining')
('aeiikllnpr', 'painkiller')
('aeiikllnprs', 'painkillers')
('aeilnpss', 'painless')
('aeillnpssy', 'painlessly')
('aeeilnnpssss', 'painlessness')
('ainps', 'pains')
('aagiiknnpst', 'painstaking')
('aagiiklnnpsty', 'painstakingly')
('aciiknpsw', 'painswick')
('ainpt', 'paint')
('abhinprstu', 'paintbrush')
('adeinpt', 'painted')
('aeinprt', 'painter')
('aeeeinpqrstu', 'painteresque')
('aeilnprty', 'painterly')
('aeinprst', 'painters')
('agiinnpt', 'painting')
('agiinnpst', 'paintings')
('ainpst', 'paints')
('aipr', 'pair')
('adeipr', 'paired')
('agiinpr', 'pairing')
('agiinprs', 'pairings')
('aiprs', 'pairs')
('aips', 'pais')
('aeilpsy', 'paisley')
('aeilpssy', 'paisleys')
('aipx', 'paix')
('aaajmp', 'pajama')
('aaajmps', 'pajamas')
('aaiknpst', 'pakistan')
('aaiiknpst', 'pakistani')
('aaiiknpsst', 'pakistanis')
('alp', 'pal')
('aacelp', 'palace')
('aacelps', 'palaces')
('aadilnp', 'paladin')
('aadilnps', 'paladins')
('aaceeelnop', 'palaeocene')
('aaaeeghlopprr', 'palaeographer')
('aaaeeghlopprrs', 'palaeographers')
('aaaceghiloppr', 'palaeographic')
('aaaaceghilloppr', 'palaeographical')
('aaaeghloppry', 'palaeography')
('aacehiillopt', 'palaeolithic')
('aaegillnooopstt', 'palaeontologist')
('aaegillnooopsstt', 'palaeontologists')
('aaegllnooopty', 'palaeontology')
('aaceiloopz', 'palaeozoic')
('aagilmpu', 'palagium')
('aailnnpqu', 'palanquin')
('aailnnpqsu', 'palanquins')
('aaabiillptty', 'palatability')
('aaabellpt', 'palatable')
('aaabllpty', 'palatably')
('aaallpt', 'palatal')
('aaaeillpst', 'palatalise')
('aaadeillpst', 'palatalised')
('aaaeillpsst', 'palatalises')
('aaagiillnpst', 'palatalising')
('aaaeillptz', 'palatalize')
('aaadeillptz', 'palatalized')
('aaaeillpstz', 'palatalizes')
('aaagiillnptz', 'palatalizing')
('aaallpst', 'palatals')
('aaelpt', 'palate')
('aaelpst', 'palates')
('aaaillpt', 'palatial')
('aaiilpt', 'palatii')
('aaaeilnptt', 'palatinate')
('aaaeilnpstt', 'palatinates')
('aaeilnpt', 'palatine')
('aaeilnpst', 'palatines')
('aaelprv', 'palaver')
('aadeelprv', 'palavered')
('aaegilnprv', 'palavering')
('aaelprsv', 'palavers')
('aalopzz', 'palazzo')
('aelp', 'pale')
('adelp', 'paled')
('aaceeflp', 'paleface')
('aaceeflps', 'palefaces')
('aellpy', 'palely')
('aeelnpss', 'paleness')
('aaeghllnoooopprty', 'paleoanthropology')
('aceeelnop', 'paleocene')
('aaeeghlopprr', 'paleographer')
('aaeeghlopprrs', 'paleographers')
('aaceghiloppr', 'paleographic')
('aaaceghilloppr', 'paleographical')
('aaeghloppry', 'paleography')
('acehiillopt', 'paleolithic')
('aegillnooopstt', 'paleontologist')
('aegillnooopsstt', 'paleontologists')
('aegllnooopty', 'paleontology')
('aceiloopz', 'paleozoic')
('aelpr', 'paler')
('aelmopr', 'palermo')
('aelps', 'pales')
('aelpst', 'palest')
('aeeilnpst', 'palestine')
('aaeiilnnpst', 'palestinian')
('aaeiilnnpsst', 'palestinians')
('aeelptt', 'palette')
('aeelpstt', 'palettes')
('aeflpry', 'palfrey')
('aeflprsy', 'palfreys')
('ailmnopy', 'palimony')
('aeilmppsst', 'palimpsest')
('aeilmppssst', 'palimpsests')
('adeilmnopr', 'palindrome')
('adeilmnoprs', 'palindromes')
('acdiilmnopr', 'palindromic')
('agilnp', 'paling')
('agilnps', 'palings')
('adeilnop', 'palinode')
('adeilnops', 'palinodes')
('aadeilps', 'palisade')
('aadeilpss', 'palisades')
('allp', 'pall')
('aadillmpu', 'palladium')
('aadillmpsu', 'palladiums')
('aabeellprr', 'pallbearer')
('aabeellprrs', 'pallbearers')
('adellp', 'palled')
('aellpt', 'pallet')
('aeeillpst', 'palletise')
('adeeillpst', 'palletised')
('aeeillpsst', 'palletises')
('aegiillnpst', 'palletising')
('aeeillptz', 'palletize')
('adeeillptz', 'palletized')
('aeeillpstz', 'palletizes')
('aegiillnptz', 'palletizing')
('aellpst', 'pallets')
('aaeillpss', 'palliasse')
('aaeillpt', 'palliate')
('aadeillpt', 'palliated')
('aaeillpst', 'palliates')
('aagiillnpt', 'palliating')
('aaiillnopt', 'palliation')
('aaeiillptv', 'palliative')
('aaeiillpstv', 'palliatives')
('adillp', 'pallid')
('agillnp', 'palling')
('allopr', 'pallor')
('allps', 'palls')
('almp', 'palm')
('aalmps', 'palmas')
('aaelmpt', 'palmate')
('adelmp', 'palmed')
('aelmnoprst', 'palmerston')
('aelmoptt', 'palmetto')
('aelmopstt', 'palmettos')
('agilmnp', 'palming')
('ailmpst', 'palmist')
('ailmprsty', 'palmistry')
('ailmpsst', 'palmists')
('aeillmopv', 'palmolive')
('almps', 'palms')
('almoppt', 'palmtop')
('almoppst', 'palmtops')
('alop', 'palo')
('ailmnoop', 'palomino')
('ailmnoops', 'palominos')
('aabiillppty', 'palpability')
('aabellpp', 'palpable')
('aabllppy', 'palpably')
('aaelppt', 'palpate')
('aadelppt', 'palpated')
('aaelppst', 'palpates')
('aagilnppt', 'palpating')
('aailnoppt', 'palpation')
('aaeilpptt', 'palpitate')
('aadeilpptt', 'palpitated')
('aaeilppstt', 'palpitates')
('aagiilnpptt', 'palpitating')
('aaiilnopptt', 'palpitation')
('aaiilnoppstt', 'palpitations')
('alps', 'pals')
('aafglprs', 'palsgraf')
('adeilps', 'palsied')
('aeilpss', 'palsies')
('alpsy', 'palsy')
('aelprt', 'palter')
('adeelprt', 'paltered')
('aegilnprt', 'paltering')
('aelprst', 'palters')
('aeilprrt', 'paltrier')
('aeilprstt', 'paltriest')
('aeilnprsst', 'paltriness')
('alprty', 'paltry')
('amp', 'pam')
('aaelmp', 'pamela')
('aampps', 'pampas')
('aemppr', 'pamper')
('adeemppr', 'pampered')
('aegimnppr', 'pampering')
('aempprs', 'pampers')
('aehlmppt', 'pamphlet')
('aeeehlmpprt', 'pamphleteer')
('adeeeehlmpprt', 'pamphleteered')
('aeeeghilmnpprt', 'pamphleteering')
('aeeehlmpprst', 'pamphleteers')
('aehlmppst', 'pamphlets')
('aalmnopp', 'pamplona')
('anp', 'pan')
('aaacenp', 'panacea')
('aaacenps', 'panaceas')
('aacehnp', 'panache')
('aaamnp', 'panama')
('aaaaimnnnp', 'panamanian')
('aaaaimnnnps', 'panamanians')
('aacinnops', 'panasonic')
('aaaelnpt', 'panatela')
('aaaelnpst', 'panatelas')
('aaceknp', 'pancake')
('aaceknps', 'pancakes')
('aacchimnoprt', 'panchromatic')
('aacenprs', 'pancreas')
('aaceenprss', 'pancreases')
('aacceinprt', 'pancreatic')
('aadnp', 'panda')
('aadnps', 'pandas')
('acdeimnp', 'pandemic')
('acdeimnps', 'pandemics')
('adeimmnnopu', 'pandemonium')
('adenpr', 'pander')
('addeenpr', 'pandered')
('adeginnpr', 'pandering')
('adenprs', 'panders')
('aadnopr', 'pandora')
('addeinopsw', 'pandowdies')
('addnopwy', 'pandowdy')
('aenp', 'pane')
('adenp', 'paned')
('aceginpry', 'panegyric')
('aceginprsy', 'panegyrics')
('aeginprsty', 'panegyrist')
('aeginprssty', 'panegyrists')
('aelnp', 'panel')
('adeelnp', 'paneled')
('aegilnnp', 'paneling')
('aeilnpst', 'panelist')
('aeilnpsst', 'panelists')
('adeellnp', 'panelled')
('aegillnnp', 'panelling')
('aeillnpst', 'panellist')
('aeillnpsst', 'panellists')
('aelnps', 'panels')
('aenps', 'panes')
('aflnpu', 'panful')
('aflnpsu', 'panfuls')
('agnp', 'pang')
('abegnnopru', 'pangbourne')
('agilnnop', 'pangolin')
('agilnnops', 'pangolins')
('agnps', 'pangs')
('aadehlnnp', 'panhandle')
('aaddehlnnp', 'panhandled')
('aadehlnnpr', 'panhandler')
('aadehlnnprs', 'panhandlers')
('aadehlnnps', 'panhandles')
('aadghilnnnp', 'panhandling')
('acinp', 'panic')
('acdeiknp', 'panicked')
('acgiiknnp', 'panicking')
('aciknpy', 'panicky')
('aceilnp', 'panicle')
('aceilnps', 'panicles')
('acinps', 'panics')
('aadjmnnpru', 'panjandrum')
('aadjmnnprsu', 'panjandrums')
('aknpy', 'panky')
('adennp', 'panned')
('aeinnpr', 'pannier')
('aeinnprs', 'panniers')
('aginnnp', 'panning')
('aeilnopps', 'panoplies')
('alnoppy', 'panoply')
('aaamnopr', 'panorama')
('aaamnoprs', 'panoramas')
('aacimnopr', 'panoramic')
('anps', 'pans')
('aeinpss', 'pansies')
('anpsy', 'pansy')
('anpt', 'pant')
('aaelnpstt', 'pantalets')
('aalnnoopt', 'pantaloon')
('aalnnoopst', 'pantaloons')
('accehinnnopt', 'pantechnicon')
('accehinnnopst', 'pantechnicons')
('adenpt', 'panted')
('aehimnpst', 'pantheism')
('aehinpstt', 'pantheist')
('acehiinpstt', 'pantheistic')
('aehinpsstt', 'pantheists')
('aehnnopt', 'pantheon')
('aehnnopst', 'pantheons')
('aehnprt', 'panther')
('aehnprst', 'panthers')
('aeinpt', 'pantie')
('aeinpst', 'panties')
('aginnpt', 'panting')
('aeimmnopt', 'pantomime')
('adeimmnopt', 'pantomimed')
('aeimmnopst', 'pantomimes')
('aciimmnopt', 'pantomimic')
('aeinprst', 'pantries')
('anprty', 'pantry')
('anpst', 'pants')
('ainpsttu', 'pantsuit')
('ainpssttu', 'pantsuits')
('anpty', 'panty')
('aehnopsty', 'pantyhose')
('aenprz', 'panzer')
('app', 'pap')
('aapp', 'papa')
('aaceipps', 'papacies')
('aacppy', 'papacy')
('aalpp', 'papal')
('aaaipprzz', 'paparazzi')
('aaaopprzz', 'paparazzo')
('aapps', 'papas')
('aappw', 'papaw')
('aappsw', 'papaws')
('aaappy', 'papaya')
('aaappsy', 'papayas')
('aeppr', 'paper')
('aabcekppr', 'paperback')
('aabcekpprs', 'paperbacks')
('aabdeopprr', 'paperboard')
('abdenoppru', 'paperbound')
('abeoppry', 'paperboy')
('abeopprsy', 'paperboys')
('adeeppr', 'papered')
('aegilpprr', 'papergirl')
('aegilpprrs', 'papergirls')
('aehppr', 'paperh')
('aeginppr', 'papering')
('aepprs', 'papers')
('aepprw', 'paperw')
('aeeghipprtw', 'paperweight')
('aeeghipprstw', 'paperweights')
('aekopprrw', 'paperwork')
('aeppry', 'papery')
('aeeimnoppt', 'papiemento')
('aaillpp', 'papilla')
('aaeillpp', 'papillae')
('aaillppry', 'papillary')
('aippst', 'papist')
('aippsst', 'papists')
('aeoopps', 'papoose')
('aeooppss', 'papooses')
('aaikppr', 'paprika')
('aappu', 'papua')
('aanppu', 'papuan')
('aanppsu', 'papuans')
('aippry', 'papyri')
('apprsuy', 'papyrus')
('aepprssuy', 'papyruses')
('apr', 'par')
('aabelpr', 'parable')
('aabelprs', 'parables')
('aaablopr', 'parabola')
('aaabloprs', 'parabolas')
('aabcilopr', 'parabolic')
('aaacelmoprt', 'paracetamol')
('aacehprtu', 'parachute')
('aacdehprtu', 'parachuted')
('aacehprstu', 'parachutes')
('aacghinprtu', 'parachuting')
('aachiprsttu', 'parachutist')
('aachiprssttu', 'parachutists')
('aadepr', 'parade')
('aaddepr', 'paraded')
('aadeprs', 'parades')
('aadgimpr', 'paradigm')
('aaacdgiimprt', 'paradigmatic')
('aaaacdgiillmprty', 'paradigmatically')
('aadgimprs', 'paradigms')
('aadginpr', 'parading')
('aadeiprs', 'paradise')
('aadeiprss', 'paradises')
('aadoprx', 'paradox')
('aadeoprsx', 'paradoxes')
('aaacdiloprx', 'paradoxical')
('aaacdilloprxy', 'paradoxically')
('aaffinpr', 'paraffin')
('aaegpr', 'parage')
('aaegprs', 'parages')
('aagimpru', 'paragium')
('aagnopr', 'paragon')
('aagnoprs', 'paragons')
('aaaghpprr', 'paragraph')
('aaadeghpprr', 'paragraphed')
('aaagghinpprr', 'paragraphing')
('aaaghpprrs', 'paragraphs')
('aaagpruy', 'paraguay')
('aaaagnpruy', 'paraguayan')
('aaaagnprsuy', 'paraguayans')
('aaeekprt', 'parakeet')
('aaeekprst', 'parakeets')
('aaaaegglnpru', 'paralanguage')
('aaaaegglnprsu', 'paralanguages')
('aaddeehlpry', 'paraldehyde')
('aaaegllpr', 'paralegal')
('aacgiiilnprstu', 'paralinguistic')
('aaallprx', 'parallax')
('aaelllpr', 'parallel')
('aadeelllpr', 'paralleled')
('aadeeeilllpppr', 'parallelepiped')
('aadeeeilllppprs', 'parallelepipeds')
('aaegilllnpr', 'paralleling')
('aaeilllmprs', 'parallelism')
('aaaeglllmoprr', 'parallelogram')
('aaaeglllmoprrs', 'parallelograms')
('aaelllprs', 'parallels')
('aaelprsy', 'paralyse')
('aadelprsy', 'paralysed')
('aaelprssy', 'paralyses')
('aagilnprsy', 'paralysing')
('aailprssy', 'paralysis')
('aacilprty', 'paralytic')
('aacilprsty', 'paralytics')
('aaelpryz', 'paralyze')
('aadelpryz', 'paralyzed')
('aagilnpryz', 'paralyzing')
('aaaegmnprt', 'paramagnet')
('aaacegimnprt', 'paramagnetic')
('aaabimoprr', 'paramaribo')
('aaaceimpr', 'paramecia')
('aaceimmpru', 'paramecium')
('aacdeimpr', 'paramedic')
('aaacdeilmpr', 'paramedical')
('aacdeimprs', 'paramedics')
('aaeemprrt', 'parameter')
('aaeemprrst', 'parameters')
('aaaiilmprrty', 'paramilitary')
('aamnoprtu', 'paramount')
('aamoprru', 'paramour')
('aamoprrsu', 'paramours')
('aaainopr', 'paranoia')
('aaacinopr', 'paranoiac')
('aaacinoprs', 'paranoiacs')
('aadinopr', 'paranoid')
('aadinoprs', 'paranoids')
('aaalmnoprr', 'paranormal')
('aaepprt', 'parapet')
('aaepprst', 'parapets')
('aahppr', 'paraph')
('aaaaehilnpprr', 'paraphernalia')
('aaaehpprrs', 'paraphrase')
('aaadehpprrs', 'paraphrased')
('aaaehpprrss', 'paraphrases')
('aaaghinpprrs', 'paraphrasing')
('aahpprs', 'paraphs')
('aaaegilppr', 'paraplegia')
('aacegilppr', 'paraplegic')
('aacegilpprs', 'paraplegics')
('aacghloopprsyy', 'parapsychology')
('aaapqrtu', 'paraquat')
('aaeiprst', 'parasite')
('aaeiprsst', 'parasites')
('aaciiprst', 'parasitic')
('aaaciillprsty', 'parasitically')
('aaeiiprsst', 'parasitise')
('aadeiiprsst', 'parasitised')
('aaeiiprssst', 'parasitises')
('aagiiinprsst', 'parasitising')
('aaiimprsst', 'parasitism')
('aaeiiprstz', 'parasitize')
('aadeiiprstz', 'parasitized')
('aaeiiprsstz', 'parasitizes')
('aagiiinprstz', 'parasitizing')
('aaloprs', 'parasol')
('aaloprss', 'parasols')
('aaacehimpprstty', 'parasympathetic')
('aaacciprtt', 'paratactic')
('aaaiprstx', 'parataxis')
('aahinoprt', 'parathion')
('aahinoprst', 'parathions')
('aadhioprrty', 'parathyroid')
('aaeoopprrrt', 'paratrooper')
('aaeoopprrrst', 'paratroopers')
('aaoopprrst', 'paratroops')
('aaprstu', 'paratus')
('aadhiopprty', 'paratyphoid')
('aaaeilprv', 'paravaile')
('aaailprx', 'paraxial')
('abilopr', 'parboil')
('abdeilopr', 'parboiled')
('abgiilnopr', 'parboiling')
('abiloprs', 'parboils')
('acelpr', 'parcel')
('acdeelpr', 'parceled')
('acegilnpr', 'parceling')
('acdeellpr', 'parcelled')
('acegillnpr', 'parcelling')
('acelprs', 'parcels')
('aaceeinprrs', 'parcenaries')
('aacenprry', 'parcenary')
('aceenprr', 'parcener')
('aceenprrs', 'parceners')
('achpr', 'parch')
('acdehpr', 'parched')
('aceehiprs', 'parcheesi')
('acehprs', 'parches')
('acghinpr', 'parching')
('acehmnprt', 'parchment')
('acehmnprst', 'parchments')
('adpr', 'pard')
('adnopr', 'pardon')
('aabdelnopr', 'pardonable')
('aabdlnopry', 'pardonably')
('addenopr', 'pardoned')
('adenoprr', 'pardoner')
('adenoprrs', 'pardoners')
('adginnopr', 'pardoning')
('adnoprs', 'pardons')
('aepr', 'pare')
('adepr', 'pared')
('acegioprr', 'paregoric')
('acegioprrs', 'paregorics')
('aacehmnpry', 'parenchyma')
('aenprs', 'parens')
('aenprt', 'parent')
('aaeegnprt', 'parentage')
('aaelnprt', 'parental')
('adeenprt', 'parented')
('aaeelnprt', 'parentela')
('aeeehnprsst', 'parentheses')
('aeehinprsst', 'parenthesis')
('aeeehinprsst', 'parenthesise')
('adeeehinprsst', 'parenthesised')
('aeeehinprssst', 'parenthesises')
('aeeghiinnprsst', 'parenthesising')
('aeeehinprstz', 'parenthesize')
('adeeehinprstz', 'parenthesized')
('aeeehinprsstz', 'parenthesizes')
('aeeghiinnprstz', 'parenthesizing')
('aceehinprtt', 'parenthetic')
('aaceehilnprtt', 'parenthetical')
('aaceehillnprtty', 'parenthetically')
('adehnooprt', 'parenthood')
('aeginnprt', 'parenting')
('aeinprst', 'parentis')
('aenprst', 'parents')
('aeprs', 'pares')
('aeeprss', 'pareses')
('aeiprss', 'paresis')
('aceiprt', 'paretic')
('aafiprt', 'parfait')
('aafiprst', 'parfaits')
('aaipr', 'paria')
('aahipr', 'pariah')
('aahiprs', 'pariahs')
('abiprsu', 'paribus')
('aaeilprt', 'parietal')
('aaeilprst', 'parietals')
('aginpr', 'paring')
('aginprs', 'parings')
('aiprs', 'paris')
('ahiprs', 'parish')
('aehiprss', 'parishes')
('aehiinoprrs', 'parishioner')
('aehiinoprrss', 'parishioners')
('aaiinprs', 'parisian')
('aaiinprss', 'parisians')
('aeiiprst', 'parities')
('aiprty', 'parity')
('aimpru', 'parium')
('akpr', 'park')
('aakpr', 'parka')
('aakprs', 'parkas')
('adekpr', 'parked')
('aekprr', 'parker')
('aiknpr', 'parkin')
('agiknpr', 'parking')
('aiknnoprs', 'parkinson')
('aadklnpr', 'parkland')
('aadklnprs', 'parklands')
('akprs', 'parks')
('aakprwy', 'parkway')
('aakprswy', 'parkways')
('aacelnpr', 'parlance')
('aalpry', 'parlay')
('aadelpry', 'parlayed')
('aagilnpry', 'parlaying')
('aalprsy', 'parlays')
('aelpry', 'parley')
('adeelpry', 'parleyed')
('aegilnpry', 'parleying')
('aelprsy', 'parleys')
('aaeilmnprt', 'parliament')
('aaaaeiilmnnprrt', 'parliamentarian')
('aaaaeiilmnnprrst', 'parliamentarians')
('aaaeilmnprrty', 'parliamentary')
('aaeilmnprst', 'parliaments')
('aloprr', 'parlor')
('aloprrs', 'parlors')
('aloprru', 'parlour')
('aloprrsu', 'parlours')
('aloprsu', 'parlous')
('aaemnprs', 'parmesan')
('aachilopr', 'parochial')
('aachiiloprs', 'parochialis')
('aachiilmoprs', 'parochialism')
('aachillopry', 'parochially')
('addeiopr', 'parodied')
('adeioprs', 'parodies')
('adopry', 'parody')
('adginopry', 'parodying')
('alopr', 'parol')
('aelopr', 'parole')
